J,R,E,M,E_Num,algo,n_subtypes,mallows_temperature,kendalls_w,runtime,kendalls_tau,subtype_acc,stage_mae,mean_stage_healthy,runtime_cross_validation,absolute_error_n_subtypes,relative_error,correct_bool
726,0.21,sn_kjContinuousBeta_sigmoid,9,1,BebmS (Blind),3,0.3494187802696573,0.9827289395606227,181.86632549365362,0.43151515151515146,0.0,11.893793103448276,0.8145695364238411,,0.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,9,1,Random Guessing,3,0.3494187802696573,0.9827289395606227,0.0,0.5473123055390915,-0.0016596659277869244,52.87310344827586,6.23841059602649,,0.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,9,1,SuStaIn (GMM),3,0.3494187802696573,0.9827289395606227,435.05145235061644,0.4086868686868687,0.07226212597858507,15.838620689655173,44.75496688741722,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,9,1,SuStaIn (KDE),3,0.3494187802696573,0.9827289395606227,466.1200686454773,0.34121212121212124,0.01303874656163737,12.515862068965518,19.165562913907284,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,10,1,BebmS,3,0.10692859347861584,0.803001633496683,85.77330307165782,0.3826936026936027,0.0,10.248275862068965,0.006578947368421052,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,10,1,BebmS (Blind),3,0.10692859347861584,0.803001633496683,93.16831989685694,0.40505050505050505,0.0,10.030344827586207,0.03289473684210526,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,10,1,Random Guessing,3,0.10692859347861584,0.803001633496683,0.0,0.469769775058638,-0.0008235654187617014,52.59448275862069,5.848684210526316,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,10,1,SuStaIn (GMM),3,0.10692859347861584,0.803001633496683,150.33411249319713,0.3973737373737374,0.30339110328102137,14.995862068965517,42.546052631578945,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,10,1,SuStaIn (KDE),3,0.10692859347861584,0.803001633496683,201.7729454000791,0.350976430976431,0.12387150413267164,12.073103448275862,17.276315789473685,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,1,BebmS,3,0.3224565590848136,0.9805233856719006,73.56764042774836,0.3741414141414141,0.0,7.379310344827586,0.0,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,1,BebmS (Blind),3,0.3224565590848136,0.9805233856719006,115.83596285978953,0.4098316498316499,0.0,8.180689655172413,0.033112582781456956,,1.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,1,Random Guessing,3,0.3224565590848136,0.9805233856719006,0.0,0.5111299408323499,-0.002640185210519724,52.044137931034484,5.80794701986755,,1.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,1,SuStaIn (GMM),3,0.3224565590848136,0.9805233856719006,358.67757580280306,0.4347474747474747,0.04131765152014189,20.779310344827586,51.29801324503311,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,1,SuStaIn (KDE),3,0.3224565590848136,0.9805233856719006,342.8959713776906,0.315959595959596,0.00431064023930631,14.488275862068965,22.264900662251655,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,12,1,BebmS,3,0.05629535484489242,0.6855658899223256,228.41351514259975,0.34215488215488216,0.6100858238058298,8.428965517241378,0.09933774834437085,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,12,1,BebmS (Blind),3,0.05629535484489242,0.6855658899223256,198.33606821695963,0.3880808080808081,0.29465222230987875,12.321379310344827,0.2582781456953642,,1.0,100,100
